deal_number_version,unit_id,outlet,daypart,st_id,selling_title,advertiser,deal_name,deal_type,booked_week_monday,week_num,year,quarter,inv_len,inventory_type_code,feature,broadcast_date,actual_air_datetime,adu_ind,count_in_audience_totals,booked_dollars,rc_dollars,posting_status,primary_demo_code,primary_demo_selling_imps_booked,primary_demo_internal_estimates_or_actuals,hh_demo_selling_imps_booked,hh_demo_internal_estimates_or_actuals,a18_49_selling_imps,a18_49_post_internal_estimates_or_actuals,w18_49_selling_imps,w18_49_post_internal_estimates_or_actuals,m18_49_selling_imps,m18_49_post_internal_estimates_or_actuals,k2_11_selling_imps,k2_11_post_post_internal_estimates_or_actuals,p2_plus_selling_imps,p2_plus_post_internal_estimates_or_actuals,data_stream_set,rate_card_name,agency_name_buying,deal_flight_start_date,deal_flight_end_date,isci_code,brand,deal_status,business_date
189985-16,157023485,Galanovelas,FRINGE,16610,Fringe ROS,"IntelliBrands, LLC",2024 INTELLIBRANDS UTLN DR,DR-Regular,4/29/24,5,2024,2,60,DR, ,,,N,Y,$6,$26,IE,HH,"4,198","4,212","4,198","4,212","2,634","2,664","1,752","1,768",882,896,760,772,"5,332","5,394",Program Live+SD,2023-2024 Upfront Ratecard,Pro Media Group,01/01/2024,06/30/2024,,LegXercise Testimonial Spanish,Order,2024-05-01
189985-16,157023479,Galanovelas,FRINGE,16610,Fringe ROS,"IntelliBrands, LLC",2024 INTELLIBRANDS UTLN DR,DR-Regular,4/29/24,5,2024,2,60,DR, ,,,N,Y,$6,$26,IE,HH,"4,198","4,212","4,198","4,212","2,634","2,664","1,752","1,768",882,896,760,772,"5,332","5,394",Program Live+SD,2023-2024 Upfront Ratecard,Pro Media Group,01/01/2024,06/30/2024,,LegXercise Testimonial Spanish,Order,2024-05-01
189985-16,157023464,Galanovelas,FRINGE,16610,Fringe ROS,"IntelliBrands, LLC",2024 INTELLIBRANDS UTLN DR,DR-Regular,4/22/24,4,2024,2,60,DR, ,,,N,Y,$6,$26,IE,HH,"4,198","4,212","4,198","4,212","2,634","2,664","1,752","1,768",882,896,760,772,"5,332","5,394",Program Live+SD,2023-2024 Upfront Ratecard,Pro Media Group,01/01/2024,06/30/2024,,LegXercise Testimonial Spanish,Order,2024-05-01
189984-12,157024375,Galanovelas,FRINGE,16610,Fringe ROS,"Key Contacts, LLC",2024 KEYCONTACTS UTLN DR,DR-Regular,5/6/24,6,2024,2,60,DR, ,,,N,Y,$8,$26,IE,HH,"4,198","4,212","4,198","4,212","2,634","2,664","1,752","1,768",882,896,760,772,"5,332","5,394",Program Live+SD,2023-2024 Upfront Ratecard,Pro Media Group,01/01/2024,06/30/2024,,All Types of Accidents Spanish,Order,2024-05-01
189985-16,157021780,Galanovelas,FRINGE,16610,Fringe ROS,"IntelliBrands, LLC",2024 INTELLIBRANDS UTLN DR,DR-Regular,5/6/24,6,2024,2,60,DR, ,,,N,Y,$6,$26,IE,HH,"4,198","4,212","4,198","4,212","2,634","2,664","1,752","1,768",882,896,760,772,"5,332","5,394",Program Live+SD,2023-2024 Upfront Ratecard,Pro Media Group,01/01/2024,06/30/2024,,Ellipse Deluxe Bundle Spanish,Order,2024-05-01
189985-16,157021776,Galanovelas,FRINGE,16610,Fringe ROS,"IntelliBrands, LLC",2024 INTELLIBRANDS UTLN DR,DR-Regular,4/29/24,5,2024,2,60,DR, ,,,N,Y,$6,$26,IE,HH,"4,198","4,212","4,198","4,212","2,634","2,664","1,752","1,768",882,896,760,772,"5,332","5,394",Program Live+SD,2023-2024 Upfront Ratecard,Pro Media Group,01/01/2024,06/30/2024,,Ellipse Deluxe Bundle Spanish,Order,2024-05-01
189985-16,157021779,Galanovelas,FRINGE,16610,Fringe ROS,"IntelliBrands, LLC",2024 INTELLIBRANDS UTLN DR,DR-Regular,5/6/24,6,2024,2,60,DR, ,,,N,Y,$6,$26,IE,HH,"4,198","4,212","4,198","4,212","2,634","2,664","1,752","1,768",882,896,760,772,"5,332","5,394",Program Live+SD,2023-2024 Upfront Ratecard,Pro Media Group,01/01/2024,06/30/2024,,Ellipse Deluxe Bundle Spanish,Order,2024-05-01
189985-16,157023503,Galanovelas,FRINGE,16610,Fringe ROS,"IntelliBrands, LLC",2024 INTELLIBRANDS UTLN DR,DR-Regular,5/6/24,6,2024,2,60,DR, ,,,N,Y,$6,$26,IE,HH,"4,198","4,212","4,198","4,212","2,634","2,664","1,752","1,768",882,896,760,772,"5,332","5,394",Program Live+SD,2023-2024 Upfront Ratecard,Pro Media Group,01/01/2024,06/30/2024,,LegXercise Testimonial Spanish,Order,2024-05-01
189985-16,157021788,Galanovelas,FRINGE,16610,Fringe ROS,"IntelliBrands, LLC",2024 INTELLIBRANDS UTLN DR,DR-Regular,5/6/24,6,2024,2,60,DR, ,,,N,Y,$6,$26,IE,HH,"4,198","4,212","4,198","4,212","2,634","2,664","1,752","1,768",882,896,760,772,"5,332","5,394",Program Live+SD,2023-2024 Upfront Ratecard,Pro Media Group,01/01/2024,06/30/2024,,Ellipse Deluxe Bundle Spanish,Order,2024-05-01
189985-16,157023488,Galanovelas,FRINGE,16610,Fringe ROS,"IntelliBrands, LLC",2024 INTELLIBRANDS UTLN DR,DR-Regular,4/29/24,5,2024,2,60,DR, ,,,N,Y,$6,$26,IE,HH,"4,198","4,212","4,198","4,212","2,634","2,664","1,752","1,768",882,896,760,772,"5,332","5,394",Program Live+SD,2023-2024 Upfront Ratecard,Pro Media Group,01/01/2024,06/30/2024,,LegXercise Testimonial Spanish,Order,2024-05-01
189985-16,157023495,Galanovelas,FRINGE,16610,Fringe ROS,"IntelliBrands, LLC",2024 INTELLIBRANDS UTLN DR,DR-Regular,5/6/24,6,2024,2,60,DR, ,,,N,Y,$6,$26,IE,HH,"4,198","4,212","4,198","4,212","2,634","2,664","1,752","1,768",882,896,760,772,"5,332","5,394",Program Live+SD,2023-2024 Upfront Ratecard,Pro Media Group,01/01/2024,06/30/2024,,LegXercise Testimonial Spanish,Order,2024-05-01
189985-16,157023469,Galanovelas,FRINGE,16610,Fringe ROS,"IntelliBrands, LLC",2024 INTELLIBRANDS UTLN DR,DR-Regular,4/22/24,4,2024,2,60,DR, ,,,N,Y,$6,$26,IE,HH,"4,198","4,212","4,198","4,212","2,634","2,664","1,752","1,768",882,896,760,772,"5,332","5,394",Program Live+SD,2023-2024 Upfront Ratecard,Pro Media Group,01/01/2024,06/30/2024,,LegXercise Testimonial Spanish,Order,2024-05-01
189985-16,157021765,Galanovelas,FRINGE,16610,Fringe ROS,"IntelliBrands, LLC",2024 INTELLIBRANDS UTLN DR,DR-Regular,4/29/24,5,2024,2,60,DR, ,,,N,Y,$6,$26,IE,HH,"4,198","4,212","4,198","4,212","2,634","2,664","1,752","1,768",882,896,760,772,"5,332","5,394",Program Live+SD,2023-2024 Upfront Ratecard,Pro Media Group,01/01/2024,06/30/2024,,Ellipse Deluxe Bundle Spanish,Order,2024-05-01
189985-16,157023500,Galanovelas,FRINGE,16610,Fringe ROS,"IntelliBrands, LLC",2024 INTELLIBRANDS UTLN DR,DR-Regular,5/6/24,6,2024,2,60,DR, ,,,N,Y,$6,$26,IE,HH,"4,198","4,212","4,198","4,212","2,634","2,664","1,752","1,768",882,896,760,772,"5,332","5,394",Program Live+SD,2023-2024 Upfront Ratecard,Pro Media Group,01/01/2024,06/30/2024,,LegXercise Testimonial Spanish,Order,2024-05-01
191618-1,157265690,UniMAS,SPORTS,16629,MNT VS TBA,"Meta Platforms, Inc.",Meta 2Q-3Q24 Scatter,Regular,6/3/24,10,2024,2,30,NR, ,,,N,Y,"$79,466","$71,280",IE,A18-49,"810,000","420,392","949,000","492,968","810,000","420,392","292,000","151,459","518,000","268,933","105,000","54,377","1,530,000","794,291",Program Live+SD,2023-2024 Upfront Ratecard,Spark Foundry,05/27/2024,07/28/2024,,Various,Most Likely,2024-05-01
189926-9,156953154,Galanovelas,DAYTIME,16609,Daytime ROS,Ideal Living Direct,2024 IDEAL LIVING UTLN DR,DR-Regular,4/29/24,5,2024,2,60,DR, ,,,N,Y,$2,$26,IE,HH,"4,198","4,212","4,198","4,212","2,634","2,664","1,752","1,768",882,896,760,772,"5,332","5,394",Program Live+SD,2023-2024 Upfront Ratecard,Lockard & Weschler,01/01/2024,06/30/2024,,Grown American Superfood Spanish,Order,2024-05-01
189926-9,156953146,Galanovelas,DAYTIME,16609,Daytime ROS,Ideal Living Direct,2024 IDEAL LIVING UTLN DR,DR-Regular,4/22/24,4,2024,2,60,DR, ,,,N,Y,$2,$26,IE,HH,"4,198","4,212","4,198","4,212","2,634","2,664","1,752","1,768",882,896,760,772,"5,332","5,394",Program Live+SD,2023-2024 Upfront Ratecard,Lockard & Weschler,01/01/2024,06/30/2024,,Grown American Superfood Spanish,Order,2024-05-01
189926-9,156953155,Galanovelas,DAYTIME,16609,Daytime ROS,Ideal Living Direct,2024 IDEAL LIVING UTLN DR,DR-Regular,4/29/24,5,2024,2,60,DR, ,,,N,Y,$2,$26,IE,HH,"4,198","4,212","4,198","4,212","2,634","2,664","1,752","1,768",882,896,760,772,"5,332","5,394",Program Live+SD,2023-2024 Upfront Ratecard,Lockard & Weschler,01/01/2024,06/30/2024,,Grown American Superfood Spanish,Order,2024-05-01
189926-9,156953147,Galanovelas,DAYTIME,16609,Daytime ROS,Ideal Living Direct,2024 IDEAL LIVING UTLN DR,DR-Regular,4/22/24,4,2024,2,60,DR, ,,,N,Y,$2,$26,IE,HH,"4,198","4,212","4,198","4,212","2,634","2,664","1,752","1,768",882,896,760,772,"5,332","5,394",Program Live+SD,2023-2024 Upfront Ratecard,Lockard & Weschler,01/01/2024,06/30/2024,,Grown American Superfood Spanish,Order,2024-05-01
189984-12,157024166,Galanovelas,DAYTIME,16609,Daytime ROS,"Key Contacts, LLC",2024 KEYCONTACTS UTLN DR,DR-Regular,4/22/24,4,2024,2,60,DR, ,,,N,Y,$8,$26,IE,HH,"4,198","4,212","4,198","4,212","2,634","2,664","1,752","1,768",882,896,760,772,"5,332","5,394",Program Live+SD,2023-2024 Upfront Ratecard,Pro Media Group,01/01/2024,06/30/2024,,All Types of Accidents Spanish,Order,2024-05-01
189984-12,157024186,Galanovelas,DAYTIME,16609,Daytime ROS,"Key Contacts, LLC",2024 KEYCONTACTS UTLN DR,DR-Regular,4/29/24,5,2024,2,60,DR, ,,,N,Y,$8,$26,IE,HH,"4,198","4,212","4,198","4,212","2,634","2,664","1,752","1,768",882,896,760,772,"5,332","5,394",Program Live+SD,2023-2024 Upfront Ratecard,Pro Media Group,01/01/2024,06/30/2024,,All Types of Accidents Spanish,Order,2024-05-01
189984-12,157024195,Galanovelas,DAYTIME,16609,Daytime ROS,"Key Contacts, LLC",2024 KEYCONTACTS UTLN DR,DR-Regular,5/6/24,6,2024,2,60,DR, ,,,N,Y,$8,$26,IE,HH,"4,198","4,212","4,198","4,212","2,634","2,664","1,752","1,768",882,896,760,772,"5,332","5,394",Program Live+SD,2023-2024 Upfront Ratecard,Pro Media Group,01/01/2024,06/30/2024,,All Types of Accidents Spanish,Order,2024-05-01
189985-16,157021600,Galanovelas,DAYTIME,16609,Daytime ROS,"IntelliBrands, LLC",2024 INTELLIBRANDS UTLN DR,DR-Regular,5/6/24,6,2024,2,60,DR, ,,,N,Y,$6,$26,IE,HH,"4,198","4,212","4,198","4,212","2,634","2,664","1,752","1,768",882,896,760,772,"5,332","5,394",Program Live+SD,2023-2024 Upfront Ratecard,Pro Media Group,01/01/2024,06/30/2024,,Ellipse Deluxe Bundle Spanish,Order,2024-05-01
189985-16,157021590,Galanovelas,DAYTIME,16609,Daytime ROS,"IntelliBrands, LLC",2024 INTELLIBRANDS UTLN DR,DR-Regular,4/29/24,5,2024,2,60,DR, ,,,N,Y,$6,$26,IE,HH,"4,198","4,212","4,198","4,212","2,634","2,664","1,752","1,768",882,896,760,772,"5,332","5,394",Program Live+SD,2023-2024 Upfront Ratecard,Pro Media Group,01/01/2024,06/30/2024,,Ellipse Deluxe Bundle Spanish,Order,2024-05-01
189985-16,157023278,Galanovelas,DAYTIME,16609,Daytime ROS,"IntelliBrands, LLC",2024 INTELLIBRANDS UTLN DR,DR-Regular,4/22/24,4,2024,2,60,DR, ,,,N,Y,$6,$26,IE,HH,"4,198","4,212","4,198","4,212","2,634","2,664","1,752","1,768",882,896,760,772,"5,332","5,394",Program Live+SD,2023-2024 Upfront Ratecard,Pro Media Group,01/01/2024,06/30/2024,,LegXercise Testimonial Spanish,Order,2024-05-01
189985-16,157021586,Galanovelas,DAYTIME,16609,Daytime ROS,"IntelliBrands, LLC",2024 INTELLIBRANDS UTLN DR,DR-Regular,4/29/24,5,2024,2,60,DR, ,,,N,Y,$6,$26,IE,HH,"4,198","4,212","4,198","4,212","2,634","2,664","1,752","1,768",882,896,760,772,"5,332","5,394",Program Live+SD,2023-2024 Upfront Ratecard,Pro Media Group,01/01/2024,06/30/2024,,Ellipse Deluxe Bundle Spanish,Order,2024-05-01
189985-16,157021582,Galanovelas,DAYTIME,16609,Daytime ROS,"IntelliBrands, LLC",2024 INTELLIBRANDS UTLN DR,DR-Regular,4/22/24,4,2024,2,60,DR, ,,,N,Y,$6,$26,IE,HH,"4,198","4,212","4,198","4,212","2,634","2,664","1,752","1,768",882,896,760,772,"5,332","5,394",Program Live+SD,2023-2024 Upfront Ratecard,Pro Media Group,01/01/2024,06/30/2024,,Ellipse Deluxe Bundle Spanish,Order,2024-05-01
189926-9,156953151,Galanovelas,DAYTIME,16609,Daytime ROS,Ideal Living Direct,2024 IDEAL LIVING UTLN DR,DR-Regular,4/29/24,5,2024,2,60,DR, ,,,N,Y,$2,$26,IE,HH,"4,198","4,212","4,198","4,212","2,634","2,664","1,752","1,768",882,896,760,772,"5,332","5,394",Program Live+SD,2023-2024 Upfront Ratecard,Lockard & Weschler,01/01/2024,06/30/2024,,Grown American Superfood Spanish,Order,2024-05-01
189926-9,156953141,Galanovelas,DAYTIME,16609,Daytime ROS,Ideal Living Direct,2024 IDEAL LIVING UTLN DR,DR-Regular,4/22/24,4,2024,2,60,DR, ,,,N,Y,$2,$26,IE,HH,"4,198","4,212","4,198","4,212","2,634","2,664","1,752","1,768",882,896,760,772,"5,332","5,394",Program Live+SD,2023-2024 Upfront Ratecard,Lockard & Weschler,01/01/2024,06/30/2024,,Grown American Superfood Spanish,Order,2024-05-01
189926-9,156953148,Galanovelas,DAYTIME,16609,Daytime ROS,Ideal Living Direct,2024 IDEAL LIVING UTLN DR,DR-Regular,4/22/24,4,2024,2,60,DR, ,,,N,Y,$2,$26,IE,HH,"4,198","4,212","4,198","4,212","2,634","2,664","1,752","1,768",882,896,760,772,"5,332","5,394",Program Live+SD,2023-2024 Upfront Ratecard,Lockard & Weschler,01/01/2024,06/30/2024,,Grown American Superfood Spanish,Order,2024-05-01
189926-9,156953164,Galanovelas,DAYTIME,16609,Daytime ROS,Ideal Living Direct,2024 IDEAL LIVING UTLN DR,DR-Regular,5/6/24,6,2024,2,60,DR, ,,,N,Y,$2,$26,IE,HH,"4,198","4,212","4,198","4,212","2,634","2,664","1,752","1,768",882,896,760,772,"5,332","5,394",Program Live+SD,2023-2024 Upfront Ratecard,Lockard & Weschler,01/01/2024,06/30/2024,,Grown American Superfood Spanish,Order,2024-05-01
189926-9,156953150,Galanovelas,DAYTIME,16609,Daytime ROS,Ideal Living Direct,2024 IDEAL LIVING UTLN DR,DR-Regular,4/29/24,5,2024,2,60,DR, ,,,N,Y,$2,$26,IE,HH,"4,198","4,212","4,198","4,212","2,634","2,664","1,752","1,768",882,896,760,772,"5,332","5,394",Program Live+SD,2023-2024 Upfront Ratecard,Lockard & Weschler,01/01/2024,06/30/2024,,Grown American Superfood Spanish,Order,2024-05-01
189926-9,156953149,Galanovelas,DAYTIME,16609,Daytime ROS,Ideal Living Direct,2024 IDEAL LIVING UTLN DR,DR-Regular,4/29/24,5,2024,2,60,DR, ,,,N,Y,$2,$26,IE,HH,"4,198","4,212","4,198","4,212","2,634","2,664","1,752","1,768",882,896,760,772,"5,332","5,394",Program Live+SD,2023-2024 Upfront Ratecard,Lockard & Weschler,01/01/2024,06/30/2024,,Grown American Superfood Spanish,Order,2024-05-01
189926-9,156953158,Galanovelas,DAYTIME,16609,Daytime ROS,Ideal Living Direct,2024 IDEAL LIVING UTLN DR,DR-Regular,4/29/24,5,2024,2,60,DR, ,,,N,Y,$2,$26,IE,HH,"4,198","4,212","4,198","4,212","2,634","2,664","1,752","1,768",882,896,760,772,"5,332","5,394",Program Live+SD,2023-2024 Upfront Ratecard,Lockard & Weschler,01/01/2024,06/30/2024,,Grown American Superfood Spanish,Order,2024-05-01
189926-9,156953166,Galanovelas,DAYTIME,16609,Daytime ROS,Ideal Living Direct,2024 IDEAL LIVING UTLN DR,DR-Regular,5/6/24,6,2024,2,60,DR, ,,,N,Y,$2,$26,IE,HH,"4,198","4,212","4,198","4,212","2,634","2,664","1,752","1,768",882,896,760,772,"5,332","5,394",Program Live+SD,2023-2024 Upfront Ratecard,Lockard & Weschler,01/01/2024,06/30/2024,,Grown American Superfood Spanish,Order,2024-05-01
189926-9,156953152,Galanovelas,DAYTIME,16609,Daytime ROS,Ideal Living Direct,2024 IDEAL LIVING UTLN DR,DR-Regular,4/29/24,5,2024,2,60,DR, ,,,N,Y,$2,$26,IE,HH,"4,198","4,212","4,198","4,212","2,634","2,664","1,752","1,768",882,896,760,772,"5,332","5,394",Program Live+SD,2023-2024 Upfront Ratecard,Lockard & Weschler,01/01/2024,06/30/2024,,Grown American Superfood Spanish,Order,2024-05-01
189926-9,156953157,Galanovelas,DAYTIME,16609,Daytime ROS,Ideal Living Direct,2024 IDEAL LIVING UTLN DR,DR-Regular,4/29/24,5,2024,2,60,DR, ,,,N,Y,$2,$26,IE,HH,"4,198","4,212","4,198","4,212","2,634","2,664","1,752","1,768",882,896,760,772,"5,332","5,394",Program Live+SD,2023-2024 Upfront Ratecard,Lockard & Weschler,01/01/2024,06/30/2024,,Grown American Superfood Spanish,Order,2024-05-01
189926-9,156953142,Galanovelas,DAYTIME,16609,Daytime ROS,Ideal Living Direct,2024 IDEAL LIVING UTLN DR,DR-Regular,4/22/24,4,2024,2,60,DR, ,,,N,Y,$2,$26,IE,HH,"4,198","4,212","4,198","4,212","2,634","2,664","1,752","1,768",882,896,760,772,"5,332","5,394",Program Live+SD,2023-2024 Upfront Ratecard,Lockard & Weschler,01/01/2024,06/30/2024,,Grown American Superfood Spanish,Order,2024-05-01
189926-9,156953165,Galanovelas,DAYTIME,16609,Daytime ROS,Ideal Living Direct,2024 IDEAL LIVING UTLN DR,DR-Regular,5/6/24,6,2024,2,60,DR, ,,,N,Y,$2,$26,IE,HH,"4,198","4,212","4,198","4,212","2,634","2,664","1,752","1,768",882,896,760,772,"5,332","5,394",Program Live+SD,2023-2024 Upfront Ratecard,Lockard & Weschler,01/01/2024,06/30/2024,,Grown American Superfood Spanish,Order,2024-05-01
189926-9,156953159,Galanovelas,DAYTIME,16609,Daytime ROS,Ideal Living Direct,2024 IDEAL LIVING UTLN DR,DR-Regular,5/6/24,6,2024,2,60,DR, ,,,N,Y,$2,$26,IE,HH,"4,198","4,212","4,198","4,212","2,634","2,664","1,752","1,768",882,896,760,772,"5,332","5,394",Program Live+SD,2023-2024 Upfront Ratecard,Lockard & Weschler,01/01/2024,06/30/2024,,Grown American Superfood Spanish,Order,2024-05-01
189926-9,156953160,Galanovelas,DAYTIME,16609,Daytime ROS,Ideal Living Direct,2024 IDEAL LIVING UTLN DR,DR-Regular,5/6/24,6,2024,2,60,DR, ,,,N,Y,$2,$26,IE,HH,"4,198","4,212","4,198","4,212","2,634","2,664","1,752","1,768",882,896,760,772,"5,332","5,394",Program Live+SD,2023-2024 Upfront Ratecard,Lockard & Weschler,01/01/2024,06/30/2024,,Grown American Superfood Spanish,Order,2024-05-01
189926-9,156953163,Galanovelas,DAYTIME,16609,Daytime ROS,Ideal Living Direct,2024 IDEAL LIVING UTLN DR,DR-Regular,5/6/24,6,2024,2,60,DR, ,,,N,Y,$2,$26,IE,HH,"4,198","4,212","4,198","4,212","2,634","2,664","1,752","1,768",882,896,760,772,"5,332","5,394",Program Live+SD,2023-2024 Upfront Ratecard,Lockard & Weschler,01/01/2024,06/30/2024,,Grown American Superfood Spanish,Order,2024-05-01
189926-9,156953156,Galanovelas,DAYTIME,16609,Daytime ROS,Ideal Living Direct,2024 IDEAL LIVING UTLN DR,DR-Regular,4/29/24,5,2024,2,60,DR, ,,,N,Y,$2,$26,IE,HH,"4,198","4,212","4,198","4,212","2,634","2,664","1,752","1,768",882,896,760,772,"5,332","5,394",Program Live+SD,2023-2024 Upfront Ratecard,Lockard & Weschler,01/01/2024,06/30/2024,,Grown American Superfood Spanish,Order,2024-05-01
191297-3,157048346,Galanovelas,DAYTIME,16609,Daytime ROS,True Earth Health Products,2024 PLEXADERM UTLN DR,DR-Regular,4/22/24,4,2024,2,60,DR, ,,,N,Y,$6,$26,IE,HH,"4,198","4,212","4,198","4,212","2,634","2,664","1,752","1,768",882,896,760,772,"5,332","5,394",Program Live+SD,2023-2024 Upfront Ratecard,Pro Media Group,04/01/2024,06/30/2024,,Plexaderm,Order,2024-05-01
189984-12,157024167,Galanovelas,DAYTIME,16609,Daytime ROS,"Key Contacts, LLC",2024 KEYCONTACTS UTLN DR,DR-Regular,4/22/24,4,2024,2,60,DR, ,,,N,Y,$8,$26,IE,HH,"4,198","4,212","4,198","4,212","2,634","2,664","1,752","1,768",882,896,760,772,"5,332","5,394",Program Live+SD,2023-2024 Upfront Ratecard,Pro Media Group,01/01/2024,06/30/2024,,All Types of Accidents Spanish,Order,2024-05-01
189984-12,157024181,Galanovelas,DAYTIME,16609,Daytime ROS,"Key Contacts, LLC",2024 KEYCONTACTS UTLN DR,DR-Regular,4/29/24,5,2024,2,60,DR, ,,,N,Y,$8,$26,IE,HH,"4,198","4,212","4,198","4,212","2,634","2,664","1,752","1,768",882,896,760,772,"5,332","5,394",Program Live+SD,2023-2024 Upfront Ratecard,Pro Media Group,01/01/2024,06/30/2024,,All Types of Accidents Spanish,Order,2024-05-01
189984-12,157232056,Galanovelas,DAYTIME,16609,Daytime ROS,"Key Contacts, LLC",2024 KEYCONTACTS UTLN DR,DR-Regular,5/6/24,6,2024,2,60,DR, ,,,N,Y,$8,$26,IE,HH,"4,198","4,212","4,198","4,212","2,634","2,664","1,752","1,768",882,896,760,772,"5,332","5,394",Program Live+SD,2023-2024 Upfront Ratecard,Pro Media Group,01/01/2024,06/30/2024,,All Types of Accidents MVA Spanish,Order,2024-05-01
189984-12,157024168,Galanovelas,DAYTIME,16609,Daytime ROS,"Key Contacts, LLC",2024 KEYCONTACTS UTLN DR,DR-Regular,4/22/24,4,2024,2,60,DR, ,,,N,Y,$8,$26,IE,HH,"4,198","4,212","4,198","4,212","2,634","2,664","1,752","1,768",882,896,760,772,"5,332","5,394",Program Live+SD,2023-2024 Upfront Ratecard,Pro Media Group,01/01/2024,06/30/2024,,All Types of Accidents Spanish,Order,2024-05-01
189985-16,157023305,Galanovelas,DAYTIME,16609,Daytime ROS,"IntelliBrands, LLC",2024 INTELLIBRANDS UTLN DR,DR-Regular,5/6/24,6,2024,2,60,DR, ,,,N,Y,$6,$26,IE,HH,"4,198","4,212","4,198","4,212","2,634","2,664","1,752","1,768",882,896,760,772,"5,332","5,394",Program Live+SD,2023-2024 Upfront Ratecard,Pro Media Group,01/01/2024,06/30/2024,,LegXercise Testimonial Spanish,Order,2024-05-01
189985-16,157023287,Galanovelas,DAYTIME,16609,Daytime ROS,"IntelliBrands, LLC",2024 INTELLIBRANDS UTLN DR,DR-Regular,4/29/24,5,2024,2,60,DR, ,,,N,Y,$6,$26,IE,HH,"4,198","4,212","4,198","4,212","2,634","2,664","1,752","1,768",882,896,760,772,"5,332","5,394",Program Live+SD,2023-2024 Upfront Ratecard,Pro Media Group,01/01/2024,06/30/2024,,LegXercise Testimonial Spanish,Order,2024-05-01
189985-16,157021596,Galanovelas,DAYTIME,16609,Daytime ROS,"IntelliBrands, LLC",2024 INTELLIBRANDS UTLN DR,DR-Regular,4/29/24,5,2024,2,60,DR, ,,,N,Y,$6,$26,IE,HH,"4,198","4,212","4,198","4,212","2,634","2,664","1,752","1,768",882,896,760,772,"5,332","5,394",Program Live+SD,2023-2024 Upfront Ratecard,Pro Media Group,01/01/2024,06/30/2024,,Ellipse Deluxe Bundle Spanish,Order,2024-05-01
189985-16,157023310,Galanovelas,DAYTIME,16609,Daytime ROS,"IntelliBrands, LLC",2024 INTELLIBRANDS UTLN DR,DR-Regular,5/6/24,6,2024,2,60,DR, ,,,N,Y,$6,$26,IE,HH,"4,198","4,212","4,198","4,212","2,634","2,664","1,752","1,768",882,896,760,772,"5,332","5,394",Program Live+SD,2023-2024 Upfront Ratecard,Pro Media Group,01/01/2024,06/30/2024,,LegXercise Testimonial Spanish,Order,2024-05-01
189985-16,157021584,Galanovelas,DAYTIME,16609,Daytime ROS,"IntelliBrands, LLC",2024 INTELLIBRANDS UTLN DR,DR-Regular,4/29/24,5,2024,2,60,DR, ,,,N,Y,$6,$26,IE,HH,"4,198","4,212","4,198","4,212","2,634","2,664","1,752","1,768",882,896,760,772,"5,332","5,394",Program Live+SD,2023-2024 Upfront Ratecard,Pro Media Group,01/01/2024,06/30/2024,,Ellipse Deluxe Bundle Spanish,Order,2024-05-01
189985-16,157023274,Galanovelas,DAYTIME,16609,Daytime ROS,"IntelliBrands, LLC",2024 INTELLIBRANDS UTLN DR,DR-Regular,4/22/24,4,2024,2,60,DR, ,,,N,Y,$6,$26,IE,HH,"4,198","4,212","4,198","4,212","2,634","2,664","1,752","1,768",882,896,760,772,"5,332","5,394",Program Live+SD,2023-2024 Upfront Ratecard,Pro Media Group,01/01/2024,06/30/2024,,LegXercise Testimonial Spanish,Order,2024-05-01
189985-16,157021609,Galanovelas,DAYTIME,16609,Daytime ROS,"IntelliBrands, LLC",2024 INTELLIBRANDS UTLN DR,DR-Regular,5/6/24,6,2024,2,60,DR, ,,,N,Y,$6,$26,IE,HH,"4,198","4,212","4,198","4,212","2,634","2,664","1,752","1,768",882,896,760,772,"5,332","5,394",Program Live+SD,2023-2024 Upfront Ratecard,Pro Media Group,01/01/2024,06/30/2024,,Ellipse Deluxe Bundle Spanish,Order,2024-05-01
189984-12,157024161,Galanovelas,DAYTIME,16609,Daytime ROS,"Key Contacts, LLC",2024 KEYCONTACTS UTLN DR,DR-Regular,4/22/24,4,2024,2,60,DR, ,,,N,Y,$6,$26,IE,HH,"4,198","4,212","4,198","4,212","2,634","2,664","1,752","1,768",882,896,760,772,"5,332","5,394",Program Live+SD,2023-2024 Upfront Ratecard,Pro Media Group,01/01/2024,06/30/2024,,All Types of Accidents Spanish,Order,2024-05-01
189984-12,157232057,Galanovelas,DAYTIME,16609,Daytime ROS,"Key Contacts, LLC",2024 KEYCONTACTS UTLN DR,DR-Regular,5/6/24,6,2024,2,60,DR, ,,,N,Y,$8,$26,IE,HH,"4,198","4,212","4,198","4,212","2,634","2,664","1,752","1,768",882,896,760,772,"5,332","5,394",Program Live+SD,2023-2024 Upfront Ratecard,Pro Media Group,01/01/2024,06/30/2024,,All Types of Accidents MVA Spanish,Order,2024-05-01
189985-16,157023283,Galanovelas,DAYTIME,16609,Daytime ROS,"IntelliBrands, LLC",2024 INTELLIBRANDS UTLN DR,DR-Regular,4/22/24,4,2024,2,60,DR, ,,,N,Y,$6,$26,IE,HH,"4,198","4,212","4,198","4,212","2,634","2,664","1,752","1,768",882,896,760,772,"5,332","5,394",Program Live+SD,2023-2024 Upfront Ratecard,Pro Media Group,01/01/2024,06/30/2024,,LegXercise Testimonial Spanish,Order,2024-05-01
